Label,Outer left eyebrow-x,Outer left eyebrow-y,Outer left eyebrow-z,Middle left eyebrow-x,Middle left eyebrow-y,Middle left eyebrow-z,Inner left eyebrow-x,Inner left eyebrow-y,Inner left eyebrow-z,Inner right eyebrow-x,Inner right eyebrow-y,Inner right eyebrow-z,Middle right eyebrow-x,Middle right eyebrow-y,Middle right eyebrow-z,Outer right eyebrow-x,Outer right eyebrow-y,Outer right eyebrow-z,Left temple-x,Left temple-y,Left temple-z,Outer left eye corner-x,Outer left eye corner-y,Outer left eye corner-z,Inner left eye corner-x,Inner left eye corner-y,Inner left eye corner-z,Inner right eye corner-x,Inner right eye corner-y,Inner right eye corner-z,Outer right eye corner-x,Outer right eye corner-y,Outer right eye corner-z,Right temple-x,Right temple-y,Right temple-z,Nose saddle left-x,Nose saddle left-y,Nose saddle left-z,Nose saddle right-x,Nose saddle right-y,Nose saddle right-z,Left nose peak-x,Left nose peak-y,Left nose peak-z,Nose tip-x,Nose tip-y,Nose tip-z,Right nose peak-x,Right nose peak-y,Right nose peak-z,Left mouth corner-x,Left mouth corner-y,Left mouth corner-z,Upper lip outer middle-x,Upper lip outer middle-y,Upper lip outer middle-z,Right mouth corner-x,Right mouth corner-y,Right mouth corner-z,Upper lip inner middle-x,Upper lip inner middle-y,Upper lip inner middle-z,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip inner middle-z,Lower lip outer middle-x,Lower lip outer middle-y,Lower lip outer middle-z,Chin middle-x,Chin middle-y,Chin middle-z,Left ear lobe-x,Left ear lobe-y,Left ear lobe-z,Right ear lobe-x,Right ear lobe-y,Right ear lobe-z
FEAR,-62.307,4.853,-0.64,-54.632,20.732,23.165,-17.35,18.52,46.375,14.444,16.339,44.239,48.895,20.169,29.624,59.813,4.462,4.656,NaN,NaN,NaN,-51.109,-0.45,12.311,-23.507,-0.123,28.761,17.467,-0.141,29.638,44.585,-1.589,26.573,NaN,NaN,NaN,-10.066,2.115,34.069,6.26,2.127,34.203,-21.696,-37.815,45.655,-3.01,-46.771,64.343,18.289,-37.614,47.982,-30.419,-73.764,14.79,-1.692,-63.993,42.619,27.729,-71.685,21.714,-1.612,-67.099,39.379,-0.023,-85.013,27.403,-0.604,-95.13,32.431,1.609,-131.924,16.039,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-90.366,9.39,-62.196,-79.072,24.285,-40.172,-44.819,20.293,-24.238,-16.795,20.481,-25.902,19.047,26.138,-42.891,30.359,10.5,-58.523,NaN,NaN,NaN,-79.419,3.212,-49.601,-48.366,3.938,-39.82,-10.835,2.686,-39.595,18.274,2.546,-38.403,NaN,NaN,NaN,-36.967,3.215,-29.328,-21.538,3.292,-33.006,-48.48,-32.422,-20.674,-28.554,-41.81,-4.516,-7.439,-32.173,-20.926,-59.893,-62.625,-56.992,-28.338,-59.763,-26.813,5.055,-61.74,-51.537,-28.45,-64.666,-32.91,-26.032,-73.442,-35.522,-26.698,-81.1,-32.942,-24.138,-116.594,-36.5,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-56.217,25.198,-36.406,-45.28,41.927,-14.705,-10.517,39.251,1.508,18.291,38.691,2.594,50.854,41.284,-12.596,61.692,22.867,-30.201,NaN,NaN,NaN,-45.388,20.254,-20.512,-16.754,21.956,-15.515,20.05,19.758,-11.715,48.791,18.197,-12.384,NaN,NaN,NaN,-5.327,25.654,-4.921,10.751,25.855,-5.011,-16.326,-14.098,9.864,2.014,-16.511,30.945,23.796,-15.425,12.151,-23.922,-49.433,-2.928,2.799,-40.243,17.401,29.711,-49.089,0.295,2.752,-44.859,14.379,2.748,-47.109,14.867,2.716,-52.385,15.691,1.515,-101.148,2.393,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-89.51,11.658,-69.85,-75.089,28.823,-34.565,-43.276,21.794,-18.472,-13.926,21.172,-15.481,22.302,27.531,-29.561,33.115,12.114,-50.68,NaN,NaN,NaN,-77.908,5.583,-45.326,-46.882,4.737,-35.356,-9.385,3.397,-32.42,20.29,4.93,-35.523,NaN,NaN,NaN,-35.65,5.527,-27.348,-20.061,5.682,-14.901,-46.179,-33.838,-15.038,-27.057,-38.461,5.873,-6.735,-32.673,-9.196,-50.557,-71.912,-34.55,-25.132,-60.071,-12.239,3.173,-69.205,-32.569,-25.217,-65.026,-20.873,-22.78,-74.092,-20.166,-21.922,-85.81,-20.53,-21.877,-120.698,-28.973,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-77.064,-11.096,-15.484,-57.849,-12.47,0.909,-37.349,-18.41,3.997,-3.73,-15.419,3.214,13.777,-9.893,-1.552,31.753,-10.107,-17.853,NaN,NaN,NaN,-71.774,-28.139,-17.862,-38.372,-31.142,-12.309,-4.492,-30.988,-14.66,26.439,-28.067,-22.449,NaN,NaN,NaN,-26.484,-29.925,-1.443,-12.88,-29.291,-8.146,-38.177,-70.144,-6.484,-18.708,-63.09,13.159,-2.786,-71.068,-13.984,-45.228,-99.427,-19.47,-21.727,-91.344,-1.438,1.302,-99.368,-19.595,-21.055,-96.366,-9.319,-21.818,-98.795,-11.517,-21.714,-104.748,-7.76,-22.471,-129.484,-17.568,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-71.806,-6.14,-31.679,-54.915,-4.399,-13.082,-32.316,-9.62,-4.73,2.795,-7.275,-7.751,24.465,-0.978,-16.091,40.423,-4.341,-33.305,NaN,NaN,NaN,-63.778,-24.669,-25.334,-35.119,-26.233,-24.091,3.676,-24.533,-26.647,34.299,-23.194,-31.745,NaN,NaN,NaN,-20.992,-26.636,-14.483,-7.089,-27.388,-14.699,-29.158,-56.831,-9.075,-9.876,-51.316,4.581,5.277,-58.148,-13.515,-38.757,-86.294,-27.104,-12.904,-78.055,-11.072,12.62,-85.38,-27.961,-12.88,-82.82,-12.869,-12.109,-85.47,-16.835,-11.308,-91.301,-12.298,-12.025,-123.77,-29.213,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-51.942,27.664,79.708,-32.714,28.173,96.147,-11.878,24.592,102.111,21.629,25.401,99.171,43.406,28.267,90.187,59.214,26.465,69.586,NaN,NaN,NaN,-44.561,9.404,78.956,-14.101,5.996,86.621,22.516,5.273,79.305,53.405,5.939,72.218,NaN,NaN,NaN,0.311,6.11,97.655,10.94,6.186,91.701,-12.951,-29.045,99.044,7.078,-22.813,115.039,25.077,-29.881,86.576,-18.875,-61.877,85.899,4.936,-51.712,103.153,27.391,-64.073,82.389,3.453,-56.715,98.981,3.473,-64.166,94.465,3.555,-72.1,94.932,5.211,-99.28,78.613,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-69.902,0.304,-77.815,-52.512,6.116,-58.202,-32.433,0.636,-52.686,6.219,4.628,-54.414,24.59,10.175,-58.86,43.156,6.236,-79.588,NaN,NaN,NaN,-61.364,-17.242,-68.24,-27.97,-17.889,-65.253,6.457,-16.237,-62.791,37.673,-13.164,-74.802,NaN,NaN,NaN,-16.467,-16.065,-50.923,-3.847,-15.366,-53.72,-26.518,-47.671,-49.033,-8.651,-39.112,-32.661,10.319,-47.497,-51.49,-35.686,-74.785,-69.2,-7.659,-67.969,-47.43,22.667,-72.246,-72.995,-7.676,-71.138,-48.585,-5.119,-84.275,-56.438,-4.956,-91.912,-50.441,-4.172,-116.791,-55.066,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-77.281,15.192,22.03,-63.029,18.07,35.855,-39.661,13.837,41.965,-2.528,17.55,42.105,14.388,25.068,35.492,32.723,19.176,14.728,NaN,NaN,NaN,-69.651,-2.924,24.182,-37.688,-3.378,29.071,-2.84,-1.92,25.272,27.344,0.245,16.528,NaN,NaN,NaN,-25.509,-2.409,44.799,-13.818,-2.645,30.879,-35.769,-38.082,46.497,-16.987,-29.571,60.475,0.409,-38.314,36.673,-39.666,-71.351,35.347,-18.519,-61.065,48.381,5.8,-71.539,32.634,-18.584,-65.683,45.464,-17.246,-76.596,37.518,-17.046,-86.627,41.517,-18.026,-112.392,16.434,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-48.939,16.19,-62.223,-33.193,31.729,-39.746,-5.971,29.331,-36.012,21.462,30.263,-34.754,47.405,33.493,-40.117,64.121,18.01,-63.871,NaN,NaN,NaN,-40.595,12.959,-53.619,-10.162,16.928,-46.628,26.373,17.066,-45.547,56.702,15.483,-55.067,NaN,NaN,NaN,1.217,9.105,-29.602,15.92,9.155,-26.858,-8.951,-22.108,-28.001,10.67,-23.877,-10.117,26.297,-21.185,-24.767,-14.906,-62.417,-39.594,10.977,-52.269,-20.043,33.018,-58.857,-40.687,10.128,-57.061,-24.398,10.129,-59.414,-24.051,9.34,-64.697,-22.246,11.977,-100.458,-34.095,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-53.386,2.754,-72.546,-35.048,17.841,-41.749,-8.51,11.727,-41.034,20.539,12.471,-43.436,45.582,22.781,-39.598,64.967,9.344,-69.806,NaN,NaN,NaN,-44.933,1.425,-55.445,-12.522,3.822,-46.041,25.376,6.393,-46.652,54.888,7.886,-55.055,NaN,NaN,NaN,-1.297,-4.664,-31.923,15.95,-3.823,-32.64,-13.93,-29.059,-37.244,8.239,-37.698,-17.812,28.701,-27.478,-37.186,-22.606,-60.977,-65.634,9.0,-52.522,-36.416,38.718,-55.934,-66.527,9.775,-59.116,-42.515,8.221,-70.716,-39.952,7.523,-77.774,-40.411,10.273,-114.061,-52.342,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-67.296,6.746,-40.991,-52.535,25.143,-22.567,-28.329,23.652,-13.517,1.581,25.138,-15.132,27.782,30.776,-19.222,47.401,13.064,-43.673,NaN,NaN,NaN,-58.803,5.803,-27.786,-26.809,9.714,-26.001,7.917,11.478,-24.795,37.518,12.317,-29.702,NaN,NaN,NaN,-16.803,3.688,-6.886,-2.854,4.6,-2.238,-26.286,-28.434,-2.752,-7.819,-28.106,13.766,10.441,-25.343,-3.191,-29.536,-71.497,-18.153,-6.313,-57.208,7.551,16.784,-66.594,-16.703,-6.323,-61.919,4.296,-5.567,-70.578,-3.572,-5.539,-77.916,3.778,-3.075,-112.468,-9.704,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-46.46,18.579,-76.633,-30.64,36.986,-52.48,-1.539,35.19,-47.513,30.846,34.743,-48.087,56.157,37.876,-52.893,70.712,20.639,-75.973,NaN,NaN,NaN,-34.815,17.177,-61.317,-3.213,20.33,-57.426,33.421,22.089,-57.03,61.435,20.644,-63.459,NaN,NaN,NaN,8.098,11.589,-40.095,20.427,11.633,-35.791,-5.943,-16.535,-39.647,15.837,-17.718,-20.584,37.611,-15.026,-51.136,-13.007,-48.868,-61.221,15.383,-42.264,-34.35,45.925,-45.396,-61.23,15.336,-46.337,-36.789,15.31,-56.045,-44.942,14.589,-63.584,-38.268,13.977,-97.74,-44.472,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-57.621,1.327,-81.194,-42.305,18.284,-54.717,-16.355,17.386,-53.214,14.682,18.308,-56.96,41.57,24.72,-56.825,57.57,7.97,-83.126,NaN,NaN,NaN,-48.156,1.569,-67.621,-17.921,4.61,-64.178,19.556,7.166,-62.949,47.61,6.454,-69.003,NaN,NaN,NaN,-4.968,-3.083,-47.891,9.216,-2.88,-46.212,-14.427,-37.038,-47.302,5.337,-39.484,-31.71,22.752,-35.66,-60.484,-19.191,-71.973,-67.019,6.898,-63.79,-46.604,31.149,-64.525,-70.077,7.039,-68.671,-51.257,7.159,-71.082,-53.243,6.338,-79.544,-49.853,8.242,-115.66,-67.511,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-53.766,19.899,-74.188,-42.131,43.165,-50.484,-14.959,47.44,-39.37,22.299,47.356,-36.35,51.651,49.98,-45.632,65.73,29.124,-58.648,NaN,NaN,NaN,-41.18,19.32,-53.54,-9.753,22.353,-45.259,25.105,24.178,-44.549,56.019,24.148,-51.883,NaN,NaN,NaN,0.602,17.723,-32.104,15.239,17.721,-24.599,-9.417,-15.001,-22.548,10.007,-13.052,-3.133,29.073,-13.571,-32.95,-13.039,-59.044,-35.079,11.668,-44.744,-10.848,34.798,-55.62,-35.649,11.86,-50.401,-15.327,10.381,-61.694,-23.602,10.358,-68.921,-16.545,10.687,-108.126,-32.97,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-69.392,48.84,-157.779,-47.823,51.143,-139.38,-30.864,45.373,-135.008,0.713,46.143,-135.18,22.229,53.077,-144.056,40.079,47.477,-156.21,NaN,NaN,NaN,-64.405,37.957,-160.242,-30.534,34.605,-150.494,1.459,34.798,-152.048,36.763,35.706,-160.058,NaN,NaN,NaN,-18.333,31.19,-133.881,-9.249,31.294,-135.726,-32.363,-5.438,-135.112,-15.555,1.561,-116.025,1.549,-8.835,-139.764,-40.885,-31.604,-148.526,-16.502,-25.199,-129.277,9.331,-34.007,-148.137,-17.145,-32.719,-130.93,-16.332,-34.411,-132.399,-16.406,-43.628,-135.617,-15.808,-79.721,-155.771,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-59.424,48.373,-160.796,-38.771,53.262,-146.58,-21.057,46.546,-147.912,10.547,47.448,-142.905,31.491,54.214,-148.021,50.471,47.937,-166.734,NaN,NaN,NaN,-56.111,39.209,-164.861,-22.103,37.456,-156.708,10.625,37.663,-157.429,46.197,37.702,-162.322,NaN,NaN,NaN,-12.538,35.741,-141.025,0.667,35.006,-146.149,-24.997,-0.161,-137.903,-6.462,7.504,-122.821,11.746,-1.759,-148.127,-31.858,-27.15,-150.532,-7.474,-18.479,-135.278,17.809,-28.814,-151.065,-7.375,-25.83,-132.843,-7.404,-28.426,-141.363,-8.191,-34.99,-139.381,-7.361,-81.527,-162.016,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-71.76,50.408,-200.384,-56.658,58.793,-184.643,-32.39,57.057,-177.349,4.939,58.781,-178.219,31.687,60.943,-191.222,44.779,48.397,-204.941,NaN,NaN,NaN,-62.987,36.682,-198.439,-31.078,33.392,-191.012,0.619,34.346,-191.189,35.37,36.164,-200.436,NaN,NaN,NaN,-20.478,34.054,-181.096,-8.542,34.091,-180.852,-31.356,-6.859,-175.542,-14.193,2.037,-154.565,1.747,-6.867,-182.37,-39.871,-35.219,-184.52,-14.086,-23.558,-167.357,9.725,-36.823,-185.32,-14.931,-31.173,-168.909,-14.22,-37.453,-175.791,-14.369,-48.483,-172.893,-14.27,-87.616,-200.376,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-70.138,58.855,-184.93,-55.198,70.447,-173.277,-28.51,65.203,-164.041,5.24,68.551,-162.075,35.807,68.196,-174.08,47.24,55.712,-185.762,NaN,NaN,NaN,-60.49,46.927,-180.337,-28.701,46.824,-173.816,6.037,46.999,-174.693,39.52,45.436,-180.675,NaN,NaN,NaN,-17.362,44.689,-156.941,-3.187,46.004,-166.504,-29.822,11.115,-157.911,-9.486,18.794,-134.586,5.498,10.517,-157.481,-43.884,-16.247,-176.508,-11.311,-5.413,-148.03,18.37,-18.611,-172.909,-11.277,-12.241,-151.706,-12.047,-24.265,-158.688,-12.735,-35.088,-155.257,-14.502,-62.319,-157.958,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-64.116,58.729,-182.805,-48.259,61.927,-173.506,-30.231,58.569,-167.747,2.792,58.633,-168.953,27.352,61.496,-177.24,42.21,53.255,-189.81,NaN,NaN,NaN,-61.645,43.421,-190.312,-28.093,44.459,-184.794,2.704,43.614,-178.432,37.83,38.726,-189.901,NaN,NaN,NaN,-18.324,43.223,-165.995,-6.576,43.42,-168.902,-29.876,5.224,-158.906,-13.602,14.671,-141.864,2.073,4.574,-159.711,-38.39,-22.758,-164.616,-15.492,-13.056,-150.647,9.951,-26.131,-167.756,-15.354,-20.671,-152.149,-15.432,-23.397,-158.11,-15.205,-33.308,-152.804,-17.987,-70.501,-172.107,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-58.005,70.684,-182.156,-45.914,81.558,-174.918,-19.411,77.544,-158.708,18.571,80.411,-160.458,45.176,78.287,-170.095,55.565,67.531,-182.072,NaN,NaN,NaN,-50.964,55.201,-177.775,-18.425,53.383,-166.048,13.658,55.25,-167.411,48.829,53.876,-180.393,NaN,NaN,NaN,-7.314,54.986,-158.013,7.764,55.304,-169.157,-19.604,16.163,-150.74,-2.891,26.361,-128.736,13.064,15.451,-147.214,-25.559,-23.398,-156.804,-3.77,-1.247,-137.829,19.181,-24.114,-155.002,-2.873,-10.535,-142.826,-2.618,-35.875,-152.542,-3.507,-49.381,-152.189,-6.08,-86.512,-182.118,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-87.201,9.496,-41.97,-66.906,19.376,-10.65,-39.823,11.769,-5.186,-6.156,8.668,-16.027,21.374,13.583,-11.325,43.076,6.695,-38.133,NaN,NaN,NaN,-73.396,1.651,-36.522,-39.543,-1.502,-24.802,-6.982,-0.566,-25.168,27.38,-0.471,-31.727,NaN,NaN,NaN,-31.333,-11.171,-5.849,-16.111,-11.801,-3.144,-43.081,-38.503,-16.584,-22.433,-39.127,9.519,-4.45,-37.385,-12.673,-45.661,-73.861,-26.645,-24.246,-69.088,-10.06,0.237,-73.479,-22.082,-23.469,-73.776,-13.751,-21.947,-73.871,-15.908,-22.671,-80.35,-7.595,-21.868,-111.895,-17.621,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-85.153,15.878,-74.025,-64.748,30.909,-42.38,-35.511,26.211,-35.433,-3.605,24.717,-32.316,25.649,28.951,-43.251,47.611,13.765,-74.615,NaN,NaN,NaN,-71.578,12.104,-58.641,-37.437,12.957,-54.164,-3.868,10.613,-51.102,28.284,10.743,-59.695,NaN,NaN,NaN,-27.346,4.275,-28.61,-15.046,5.172,-30.693,-40.199,-20.715,-36.416,-19.518,-20.18,-14.703,0.614,-20.9,-45.525,-50.731,-55.236,-54.49,-20.504,-47.918,-30.939,7.65,-57.456,-51.267,-20.44,-52.823,-36.314,-20.425,-60.819,-38.703,-20.302,-65.331,-35.136,-20.023,-96.386,-32.416,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-78.754,24.508,-50.966,-60.202,42.524,-19.76,-29.784,37.917,-8.693,0.653,36.38,-9.147,32.316,42.858,-16.411,53.544,23.037,-42.66,NaN,NaN,NaN,-62.266,20.462,-33.012,-30.76,20.361,-24.077,3.24,21.141,-23.126,38.324,19.103,-32.694,NaN,NaN,NaN,-18.89,14.819,-2.074,-7.379,14.856,-1.238,-32.684,-11.973,-8.301,-14.055,-10.939,16.485,4.923,-13.378,-5.04,-37.947,-55.444,-13.095,-13.906,-44.338,6.02,13.633,-54.267,-11.904,-13.236,-49.227,-0.821,-13.474,-52.792,-10.305,-14.001,-57.564,2.811,-13.754,-92.714,3.133,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-86.153,18.881,-44.847,-67.434,34.805,-14.624,-37.098,31.731,-3.769,-3.491,32.497,-2.521,29.491,35.959,-12.906,48.112,19.106,-36.942,NaN,NaN,NaN,-70.274,13.394,-29.486,-36.566,15.663,-20.537,-2.519,15.595,-18.655,32.24,15.859,-25.746,NaN,NaN,NaN,-26.116,7.263,0.655,-13.269,8.074,2.793,-40.083,-18.081,-9.174,-18.24,-16.179,18.741,1.422,-18.012,-6.036,-52.359,-47.406,-29.692,-17.504,-44.607,0.543,18.702,-45.525,-24.076,-18.367,-49.354,-2.716,-19.286,-57.582,-9.994,-18.417,-62.627,-5.316,-20.411,-100.865,-3.975,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-81.504,15.238,-46.722,-63.093,29.657,-20.972,-34.996,28.215,-11.615,-3.783,27.509,-9.756,28.8,30.78,-19.478,50.269,16.914,-49.774,NaN,NaN,NaN,-66.883,10.68,-36.74,-36.828,11.985,-30.311,-1.116,13.031,-28.011,31.608,12.233,-31.265,NaN,NaN,NaN,-25.489,6.73,-6.992,-11.947,7.465,-8.818,-36.99,-23.989,-9.326,-18.323,-16.837,10.546,1.432,-21.751,-15.238,-41.189,-63.204,-20.119,-16.844,-53.649,-1.473,10.175,-62.253,-18.904,-16.208,-57.899,-7.479,-15.438,-61.848,-9.523,-15.358,-66.097,-4.584,-15.067,-101.614,-6.559,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-75.245,23.958,-32.968,-59.496,44.642,-8.331,-27.739,40.54,1.829,4.91,36.854,2.432,35.469,44.727,-6.982,55.046,21.91,-34.159,NaN,NaN,NaN,-60.693,16.893,-22.324,-27.175,16.957,-12.613,6.508,17.794,-13.937,38.454,16.372,-21.235,NaN,NaN,NaN,-19.267,13.783,3.527,-4.86,13.062,6.97,-29.018,-16.496,8.281,-9.257,-14.687,26.354,9.028,-16.651,-2.109,-35.267,-60.857,-7.985,-9.89,-47.328,14.833,14.514,-58.752,-4.848,-11.038,-54.717,-32.154,-11.442,-63.183,3.933,-11.42,-71.393,9.677,-12.686,-104.246,5.402,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-66.448,12.566,54.424,-42.745,18.369,76.507,-18.678,9.774,84.126,9.823,8.572,81.74,36.981,21.43,74.831,56.766,20.243,50.813,NaN,NaN,NaN,-52.618,4.556,65.804,-20.476,0.244,65.401,15.468,1.047,60.852,46.882,8.53,59.463,NaN,NaN,NaN,-8.678,-3.898,83.089,4.842,-2.36,78.548,-17.292,-47.563,79.481,1.812,-38.784,98.87,17.484,-47.671,70.6,-24.764,-79.845,61.784,-0.311,-72.982,78.674,24.412,-75.208,64.066,-1.775,-79.168,70.988,-1.765,-82.154,70.438,-1.068,-91.129,69.484,-0.998,-117.149,52.061,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-50.602,26.707,62.725,-29.593,30.964,85.348,-5.689,25.278,90.218,25.792,23.781,90.082,53.373,33.986,82.336,72.935,30.095,52.976,NaN,NaN,NaN,-40.377,15.076,63.225,-7.467,10.789,68.252,28.357,13.069,70.552,61.596,18.439,58.55,NaN,NaN,NaN,4.802,8.809,82.916,20.743,8.712,82.013,-4.172,-34.742,80.607,15.406,-31.253,103.271,33.1,-36.603,68.567,-16.766,-56.563,52.117,13.332,-55.865,77.295,42.133,-53.741,60.582,13.254,-61.239,70.995,12.632,-68.966,63.99,13.5,-78.578,63.51,13.843,-105.425,48.342,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-72.067,48.214,-18.202,-56.813,63.807,4.176,-23.516,52.837,15.126,9.625,54.425,15.746,37.881,68.541,4.134,53.967,49.417,-19.778,NaN,NaN,NaN,-58.469,31.257,-10.148,-25.351,27.395,-3.444,10.488,27.673,-3.594,42.826,36.112,-9.45,NaN,NaN,NaN,-12.809,27.222,13.651,0.569,27.225,12.413,-21.805,-15.863,18.257,-4.285,-8.015,37.233,13.724,-15.15,15.204,-30.272,-50.794,-2.738,-5.746,-39.864,20.887,21.67,-48.907,-1.991,-5.065,-46.091,13.91,-5.037,-55.749,3.924,-5.07,-70.227,7.773,-4.078,-101.822,-21.774,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-68.539,21.139,56.542,-48.616,26.898,77.175,-23.048,21.072,83.542,7.709,19.098,83.499,41.38,32.123,71.518,56.822,22.912,48.271,NaN,NaN,NaN,-57.871,8.689,62.502,-24.218,5.095,63.517,9.413,5.273,67.203,45.466,10.493,56.939,NaN,NaN,NaN,-12.273,3.794,83.756,1.278,5.41,84.85,-23.583,-36.002,84.362,-5.272,-28.804,103.391,14.759,-37.3,82.9,-40.431,-58.351,57.015,-2.792,-59.179,82.072,30.343,-55.99,57.831,-4.84,-64.642,75.886,-5.502,-74.953,71.987,-6.13,-83.748,70.282,-5.499,-116.245,57.999,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-75.033,7.713,50.959,-53.879,14.917,76.433,-28.221,14.276,85.745,2.46,14.572,85.786,27.174,20.217,77.709,48.974,14.665,53.076,NaN,NaN,NaN,-61.736,-2.606,63.384,-28.694,-2.484,64.886,5.526,-2.256,67.803,38.488,2.73,63.791,NaN,NaN,NaN,-14.626,-2.94,86.021,-0.364,-1.46,73.423,-25.36,-48.488,83.614,-5.535,-37.62,106.05,12.246,-49.525,73.282,-33.458,-78.488,68.613,-4.898,-70.737,87.347,24.906,-77.063,65.165,-4.85,-75.991,84.557,-5.56,-81.19,81.711,-4.774,-90.507,82.047,-4.916,-120.207,66.394,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-64.9,33.504,20.09,-50.828,45.33,34.231,-20.853,29.755,40.252,11.063,29.843,41.256,42.55,43.934,31.963,57.518,32.474,7.901,NaN,NaN,NaN,-55.109,19.305,16.302,-21.008,11.041,23.617,12.578,14.21,23.039,47.018,17.975,11.164,NaN,NaN,NaN,-8.728,9.641,43.622,5.927,10.343,33.104,-18.366,-33.357,41.437,-0.338,-24.802,60.607,15.978,-35.448,29.568,-28.414,-63.455,22.315,-3.464,-57.348,41.714,22.064,-64.986,17.909,-3.428,-63.598,35.276,-4.175,-74.081,23.022,-4.813,-87.592,24.011,-4.157,-115.379,-3.986,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-75.652,27.049,-95.48,-55.495,41.993,-72.426,-27.211,32.488,-64.933,-5.74,32.419,-63.702,17.256,41.544,-70.772,40.161,28.927,-89.119,NaN,NaN,NaN,-63.849,20.477,-86.71,-29.832,20.566,-76.141,-3.239,18.961,-76.303,31.214,18.461,-87.824,NaN,NaN,NaN,-21.409,13.391,-59.421,-8.915,13.454,-58.545,-33.542,-22.479,-66.642,-16.46,-15.486,-39.125,0.853,-22.257,-58.029,-40.629,-49.831,-70.439,-15.632,-41.294,-54.744,8.895,-49.484,-68.737,-15.564,-47.749,-57.604,-15.571,-50.876,-57.266,-16.373,-57.966,-57.298,-17.207,-94.887,-74.595,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-74.966,27.57,-97.546,-57.392,43.609,-80.302,-28.177,35.566,-70.729,-4.997,35.445,-70.217,20.553,43.885,-80.802,40.403,30.205,-99.317,NaN,NaN,NaN,-64.079,20.215,-91.273,-30.019,21.931,-84.704,-2.68,22.021,-85.934,32.144,20.618,-93.895,NaN,NaN,NaN,-20.869,17.9,-72.35,-9.641,17.91,-74.176,-34.402,-19.554,-66.553,-16.436,-14.383,-47.213,3.268,-21.398,-77.493,-44.13,-46.743,-84.725,-15.811,-37.8,-66.301,10.458,-45.66,-85.756,-16.609,-41.826,-66.694,-16.723,-54.87,-73.319,-18.255,-61.073,-69.816,-15.613,-95.537,-80.747,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-69.346,33.962,-110.537,-49.085,49.892,-86.739,-23.908,42.564,-78.227,3.518,41.155,-79.366,30.834,48.801,-89.001,49.426,35.964,-113.657,NaN,NaN,NaN,-55.79,24.925,-98.651,-20.751,27.348,-92.064,7.567,24.307,-95.446,40.399,25.189,-106.33,NaN,NaN,NaN,-11.589,24.114,-78.204,-0.395,24.08,-81.327,-25.251,-14.222,-77.459,-5.735,-6.074,-52.586,11.718,-15.247,-83.723,-29.821,-46.723,-81.305,-7.305,-35.611,-65.515,16.637,-44.991,-83.217,-8.11,-40.477,-66.644,-8.224,-49.541,-75.324,-8.223,-59.647,-70.34,-7.952,-92.101,-85.896,NaN,NaN,NaN,NaN,NaN,NaN
